Country,Year,Metric,Classification,Value
Finland,2021,Proportion_of_Population_By_Age_Group,25-49,31.4
Finland,2022,Proportion_of_Population_By_Age_Group,25-49,31.6
Finland,2023,Proportion_of_Population_By_Age_Group,25-49,31.8
Finland,2024,Proportion_of_Population_By_Age_Group,25-49,32.2
France,2013,Proportion_of_Population_By_Age_Group,25-49,32.5
France,2014,Proportion_of_Population_By_Age_Group,25-49,32.2
France,2015,Proportion_of_Population_By_Age_Group,25-49,32.0
France,2016,Proportion_of_Population_By_Age_Group,25-49,31.7
France,2017,Proportion_of_Population_By_Age_Group,25-49,31.4
France,2018,Proportion_of_Population_By_Age_Group,25-49,31.2
France,2019,Proportion_of_Population_By_Age_Group,25-49,31.0
France,2020,Proportion_of_Population_By_Age_Group,25-49,30.7
France,2021,Proportion_of_Population_By_Age_Group,25-49,30.6
France,2022,Proportion_of_Population_By_Age_Group,25-49,30.5
France,2023,Proportion_of_Population_By_Age_Group,25-49,30.4
France,2024,Proportion_of_Population_By_Age_Group,25-49,30.3
Georgia,2014,Proportion_of_Population_By_Age_Group,25-49,35.9
Georgia,2015,Proportion_of_Population_By_Age_Group,25-49,35.8
Georgia,2016,Proportion_of_Population_By_Age_Group,25-49,34.3
Georgia,2017,Proportion_of_Population_By_Age_Group,25-49,34.4
Georgia,2018,Proportion_of_Population_By_Age_Group,25-49,34.2
Georgia,2019,Proportion_of_Population_By_Age_Group,25-49,33.9
Georgia,2020,Proportion_of_Population_By_Age_Group,25-49,33.6
Georgia,2021,Proportion_of_Population_By_Age_Group,25-49,33.6
Georgia,2022,Proportion_of_Population_By_Age_Group,25-49,33.2
Georgia,2023,Proportion_of_Population_By_Age_Group,25-49,33.4
Georgia,2024,Proportion_of_Population_By_Age_Group,25-49,33.9
Croatia,2013,Proportion_of_Population_By_Age_Group,25-49,33.8
Croatia,2014,Proportion_of_Population_By_Age_Group,25-49,33.6
Croatia,2015,Proportion_of_Population_By_Age_Group,25-49,33.4
Croatia,2016,Proportion_of_Population_By_Age_Group,25-49,33.1
Croatia,2017,Proportion_of_Population_By_Age_Group,25-49,32.7
Croatia,2018,Proportion_of_Population_By_Age_Group,25-49,32.2
Croatia,2019,Proportion_of_Population_By_Age_Group,25-49,31.9
Croatia,2020,Proportion_of_Population_By_Age_Group,25-49,31.7
Croatia,2021,Proportion_of_Population_By_Age_Group,25-49,31.7
Croatia,2022,Proportion_of_Population_By_Age_Group,25-49,31.7
Croatia,2023,Proportion_of_Population_By_Age_Group,25-49,31.8
Croatia,2024,Proportion_of_Population_By_Age_Group,25-49,32.0
Hungary,2013,Proportion_of_Population_By_Age_Group,25-49,35.6
Hungary,2014,Proportion_of_Population_By_Age_Group,25-49,35.7
Hungary,2015,Proportion_of_Population_By_Age_Group,25-49,35.8
Hungary,2016,Proportion_of_Population_By_Age_Group,25-49,36.0
Hungary,2017,Proportion_of_Population_By_Age_Group,25-49,36.1
Hungary,2018,Proportion_of_Population_By_Age_Group,25-49,36.1
Hungary,2019,Proportion_of_Population_By_Age_Group,25-49,36.0
Hungary,2020,Proportion_of_Population_By_Age_Group,25-49,36.0
Hungary,2021,Proportion_of_Population_By_Age_Group,25-49,35.8
Hungary,2022,Proportion_of_Population_By_Age_Group,25-49,35.7
Hungary,2023,Proportion_of_Population_By_Age_Group,25-49,35.1
Hungary,2024,Proportion_of_Population_By_Age_Group,25-49,34.8
Ireland,2013,Proportion_of_Population_By_Age_Group,25-49,37.7
Ireland,2014,Proportion_of_Population_By_Age_Group,25-49,37.1
Ireland,2015,Proportion_of_Population_By_Age_Group,25-49,36.7
Ireland,2016,Proportion_of_Population_By_Age_Group,25-49,36.5
Ireland,2017,Proportion_of_Population_By_Age_Group,25-49,36.2
Ireland,2018,Proportion_of_Population_By_Age_Group,25-49,35.8
Ireland,2019,Proportion_of_Population_By_Age_Group,25-49,35.6
Ireland,2020,Proportion_of_Population_By_Age_Group,25-49,35.3
Ireland,2021,Proportion_of_Population_By_Age_Group,25-49,35.1
Ireland,2022,Proportion_of_Population_By_Age_Group,25-49,35.0
Ireland,2023,Proportion_of_Population_By_Age_Group,25-49,35.0
Ireland,2024,Proportion_of_Population_By_Age_Group,25-49,34.8
Iceland,2013,Proportion_of_Population_By_Age_Group,25-49,33.8
Iceland,2014,Proportion_of_Population_By_Age_Group,25-49,33.7
Iceland,2015,Proportion_of_Population_By_Age_Group,25-49,33.6
Iceland,2016,Proportion_of_Population_By_Age_Group,25-49,33.7
Iceland,2017,Proportion_of_Population_By_Age_Group,25-49,34.0
Iceland,2018,Proportion_of_Population_By_Age_Group,25-49,34.8
Iceland,2019,Proportion_of_Population_By_Age_Group,25-49,35.5
Iceland,2020,Proportion_of_Population_By_Age_Group,25-49,36.0
Iceland,2021,Proportion_of_Population_By_Age_Group,25-49,36.1
Iceland,2022,Proportion_of_Population_By_Age_Group,25-49,36.3
Iceland,2023,Proportion_of_Population_By_Age_Group,25-49,36.7
Iceland,2024,Proportion_of_Population_By_Age_Group,25-49,36.1
Italy,2013,Proportion_of_Population_By_Age_Group,25-49,35.2
Italy,2014,Proportion_of_Population_By_Age_Group,25-49,34.8
Italy,2015,Proportion_of_Population_By_Age_Group,25-49,34.3
Italy,2016,Proportion_of_Population_By_Age_Group,25-49,33.8
Italy,2017,Proportion_of_Population_By_Age_Group,25-49,33.3
Italy,2018,Proportion_of_Population_By_Age_Group,25-49,32.8
Italy,2019,Proportion_of_Population_By_Age_Group,25-49,32.3
Italy,2020,Proportion_of_Population_By_Age_Group,25-49,31.7
Italy,2021,Proportion_of_Population_By_Age_Group,25-49,31.2
Italy,2022,Proportion_of_Population_By_Age_Group,25-49,30.7
Italy,2023,Proportion_of_Population_By_Age_Group,25-49,30.3
Italy,2024,Proportion_of_Population_By_Age_Group,25-49,29.9
Liechtenstein,2013,Proportion_of_Population_By_Age_Group,25-49,36.1
Liechtenstein,2014,Proportion_of_Population_By_Age_Group,25-49,35.8
Liechtenstein,2015,Proportion_of_Population_By_Age_Group,25-49,35.2
Liechtenstein,2016,Proportion_of_Population_By_Age_Group,25-49,34.8
Liechtenstein,2017,Proportion_of_Population_By_Age_Group,25-49,34.3
Liechtenstein,2018,Proportion_of_Population_By_Age_Group,25-49,33.8
Liechtenstein,2019,Proportion_of_Population_By_Age_Group,25-49,33.3
Liechtenstein,2020,Proportion_of_Population_By_Age_Group,25-49,32.9
Liechtenstein,2021,Proportion_of_Population_By_Age_Group,25-49,32.7
Liechtenstein,2022,Proportion_of_Population_By_Age_Group,25-49,32.4
Liechtenstein,2023,Proportion_of_Population_By_Age_Group,25-49,32.4
Liechtenstein,2024,Proportion_of_Population_By_Age_Group,25-49,32.0
Lithuania,2013,Proportion_of_Population_By_Age_Group,25-49,33.4
Lithuania,2014,Proportion_of_Population_By_Age_Group,25-49,33.3
Lithuania,2015,Proportion_of_Population_By_Age_Group,25-49,33.2
Lithuania,2016,Proportion_of_Population_By_Age_Group,25-49,33.1
Lithuania,2017,Proportion_of_Population_By_Age_Group,25-49,33.1
Lithuania,2018,Proportion_of_Population_By_Age_Group,25-49,33.0
Lithuania,2019,Proportion_of_Population_By_Age_Group,25-49,33.0
Lithuania,2020,Proportion_of_Population_By_Age_Group,25-49,33.0
Lithuania,2021,Proportion_of_Population_By_Age_Group,25-49,33.0
Lithuania,2022,Proportion_of_Population_By_Age_Group,25-49,32.9
Lithuania,2023,Proportion_of_Population_By_Age_Group,25-49,33.3
Lithuania,2024,Proportion_of_Population_By_Age_Group,25-49,33.7
Luxembourg,2013,Proportion_of_Population_By_Age_Group,25-49,38.5
Luxembourg,2014,Proportion_of_Population_By_Age_Group,25-49,38.4
Luxembourg,2015,Proportion_of_Population_By_Age_Group,25-49,38.3
Luxembourg,2016,Proportion_of_Population_By_Age_Group,25-49,38.3
Luxembourg,2017,Proportion_of_Population_By_Age_Group,25-49,38.2
Luxembourg,2018,Proportion_of_Population_By_Age_Group,25-49,38.1
Luxembourg,2019,Proportion_of_Population_By_Age_Group,25-49,38.2
Luxembourg,2020,Proportion_of_Population_By_Age_Group,25-49,38.2
Luxembourg,2021,Proportion_of_Population_By_Age_Group,25-49,38.2
Luxembourg,2022,Proportion_of_Population_By_Age_Group,25-49,38.2
Luxembourg,2023,Proportion_of_Population_By_Age_Group,25-49,38.4
Luxembourg,2024,Proportion_of_Population_By_Age_Group,25-49,38.4
Latvia,2013,Proportion_of_Population_By_Age_Group,25-49,34.4
Latvia,2014,Proportion_of_Population_By_Age_Group,25-49,34.4
Latvia,2015,Proportion_of_Population_By_Age_Group,25-49,34.3
Latvia,2016,Proportion_of_Population_By_Age_Group,25-49,34.3
Latvia,2017,Proportion_of_Population_By_Age_Group,25-49,34.2
Latvia,2018,Proportion_of_Population_By_Age_Group,25-49,34.1
Latvia,2019,Proportion_of_Population_By_Age_Group,25-49,33.8
Latvia,2020,Proportion_of_Population_By_Age_Group,25-49,33.5
Latvia,2021,Proportion_of_Population_By_Age_Group,25-49,33.2
Latvia,2022,Proportion_of_Population_By_Age_Group,25-49,32.8
Latvia,2023,Proportion_of_Population_By_Age_Group,25-49,32.5
Latvia,2024,Proportion_of_Population_By_Age_Group,25-49,32.2
Moldova,2013,Proportion_of_Population_By_Age_Group,25-49,38.1
Moldova,2014,Proportion_of_Population_By_Age_Group,25-49,38.6
Moldova,2015,Proportion_of_Population_By_Age_Group,25-49,34.9
Moldova,2016,Proportion_of_Population_By_Age_Group,25-49,35.3
Moldova,2017,Proportion_of_Population_By_Age_Group,25-49,35.7
Moldova,2018,Proportion_of_Population_By_Age_Group,25-49,35.6
Moldova,2019,Proportion_of_Population_By_Age_Group,25-49,35.6
Moldova,2020,Proportion_of_Population_By_Age_Group,25-49,35.6
Moldova,2021,Proportion_of_Population_By_Age_Group,25-49,35.7
Moldova,2022,Proportion_of_Population_By_Age_Group,25-49,35.7
Moldova,2023,Proportion_of_Population_By_Age_Group,25-49,35.3
Moldova,2024,Proportion_of_Population_By_Age_Group,25-49,34.4
Montenegro,2013,Proportion_of_Population_By_Age_Group,25-49,34.8
Montenegro,2014,Proportion_of_Population_By_Age_Group,25-49,34.7
Montenegro,2015,Proportion_of_Population_By_Age_Group,25-49,34.5
Montenegro,2016,Proportion_of_Population_By_Age_Group,25-49,34.4
Montenegro,2017,Proportion_of_Population_By_Age_Group,25-49,34.2
Montenegro,2018,Proportion_of_Population_By_Age_Group,25-49,34.2
Montenegro,2019,Proportion_of_Population_By_Age_Group,25-49,34.2
Montenegro,2020,Proportion_of_Population_By_Age_Group,25-49,34.1
Montenegro,2021,Proportion_of_Population_By_Age_Group,25-49,34.2
Montenegro,2022,Proportion_of_Population_By_Age_Group,25-49,34.2
Montenegro,2023,Proportion_of_Population_By_Age_Group,25-49,34.2
Montenegro,2024,Proportion_of_Population_By_Age_Group,25-49,34.6
North Macedonia,2013,Proportion_of_Population_By_Age_Group,25-49,37.4
North Macedonia,2014,Proportion_of_Population_By_Age_Group,25-49,37.5
North Macedonia,2015,Proportion_of_Population_By_Age_Group,25-49,37.4
North Macedonia,2016,Proportion_of_Population_By_Age_Group,25-49,37.4
North Macedonia,2017,Proportion_of_Population_By_Age_Group,25-49,37.5
North Macedonia,2018,Proportion_of_Population_By_Age_Group,25-49,37.5
North Macedonia,2019,Proportion_of_Population_By_Age_Group,25-49,37.5
North Macedonia,2020,Proportion_of_Population_By_Age_Group,25-49,37.5
North Macedonia,2021,Proportion_of_Population_By_Age_Group,25-49,37.6
North Macedonia,2022,Proportion_of_Population_By_Age_Group,25-49,33.8
North Macedonia,2023,Proportion_of_Population_By_Age_Group,25-49,33.6
Malta,2013,Proportion_of_Population_By_Age_Group,25-49,33.9
Malta,2014,Proportion_of_Population_By_Age_Group,25-49,34.3
Malta,2015,Proportion_of_Population_By_Age_Group,25-49,35.0
Malta,2016,Proportion_of_Population_By_Age_Group,25-49,35.7
Malta,2017,Proportion_of_Population_By_Age_Group,25-49,36.3
Malta,2018,Proportion_of_Population_By_Age_Group,25-49,37.5
Malta,2019,Proportion_of_Population_By_Age_Group,25-49,38.8
Malta,2020,Proportion_of_Population_By_Age_Group,25-49,40.2
Malta,2021,Proportion_of_Population_By_Age_Group,25-49,40.6
Malta,2022,Proportion_of_Population_By_Age_Group,25-49,40.9
Malta,2023,Proportion_of_Population_By_Age_Group,25-49,42.1
Malta,2024,Proportion_of_Population_By_Age_Group,25-49,43.4
Netherlands,2013,Proportion_of_Population_By_Age_Group,25-49,33.5
Netherlands,2014,Proportion_of_Population_By_Age_Group,25-49,33.1
Netherlands,2015,Proportion_of_Population_By_Age_Group,25-49,32.7
Netherlands,2016,Proportion_of_Population_By_Age_Group,25-49,32.4
Netherlands,2017,Proportion_of_Population_By_Age_Group,25-49,32.2
Netherlands,2018,Proportion_of_Population_By_Age_Group,25-49,32.0
Netherlands,2019,Proportion_of_Population_By_Age_Group,25-49,31.8
Netherlands,2020,Proportion_of_Population_By_Age_Group,25-49,31.6
Netherlands,2021,Proportion_of_Population_By_Age_Group,25-49,31.4
Netherlands,2022,Proportion_of_Population_By_Age_Group,25-49,31.2
Netherlands,2023,Proportion_of_Population_By_Age_Group,25-49,31.3
Netherlands,2024,Proportion_of_Population_By_Age_Group,25-49,31.4
Norway,2013,Proportion_of_Population_By_Age_Group,25-49,34.6
Norway,2014,Proportion_of_Population_By_Age_Group,25-49,34.6
Norway,2015,Proportion_of_Population_By_Age_Group,25-49,34.6
Norway,2016,Proportion_of_Population_By_Age_Group,25-49,34.6
Norway,2017,Proportion_of_Population_By_Age_Group,25-49,34.4
Norway,2018,Proportion_of_Population_By_Age_Group,25-49,34.3
Norway,2019,Proportion_of_Population_By_Age_Group,25-49,34.1
Norway,2020,Proportion_of_Population_By_Age_Group,25-49,34.0
Norway,2021,Proportion_of_Population_By_Age_Group,25-49,33.9
Norway,2022,Proportion_of_Population_By_Age_Group,25-49,33.7
Norway,2023,Proportion_of_Population_By_Age_Group,25-49,33.7
Norway,2024,Proportion_of_Population_By_Age_Group,25-49,33.7
Poland,2013,Proportion_of_Population_By_Age_Group,25-49,36.3
Poland,2014,Proportion_of_Population_By_Age_Group,25-49,36.4
Poland,2015,Proportion_of_Population_By_Age_Group,25-49,36.5
Poland,2016,Proportion_of_Population_By_Age_Group,25-49,36.7
Poland,2017,Proportion_of_Population_By_Age_Group,25-49,36.9
Poland,2018,Proportion_of_Population_By_Age_Group,25-49,36.9
Poland,2019,Proportion_of_Population_By_Age_Group,25-49,37.0
Poland,2020,Proportion_of_Population_By_Age_Group,25-49,37.0
Poland,2021,Proportion_of_Population_By_Age_Group,25-49,36.6
Poland,2022,Proportion_of_Population_By_Age_Group,25-49,36.5
Poland,2023,Proportion_of_Population_By_Age_Group,25-49,36.3
Poland,2024,Proportion_of_Population_By_Age_Group,25-49,36.0
Portugal,2013,Proportion_of_Population_By_Age_Group,25-49,35.3
Portugal,2014,Proportion_of_Population_By_Age_Group,25-49,34.8
Portugal,2015,Proportion_of_Population_By_Age_Group,25-49,34.3
Portugal,2016,Proportion_of_Population_By_Age_Group,25-49,33.9
Portugal,2017,Proportion_of_Population_By_Age_Group,25-49,33.5
Portugal,2018,Proportion_of_Population_By_Age_Group,25-49,33.1
Portugal,2019,Proportion_of_Population_By_Age_Group,25-49,32.7
Portugal,2020,Proportion_of_Population_By_Age_Group,25-49,32.3
Portugal,2021,Proportion_of_Population_By_Age_Group,25-49,31.9
Portugal,2022,Proportion_of_Population_By_Age_Group,25-49,31.6
Portugal,2023,Proportion_of_Population_By_Age_Group,25-49,31.4
Portugal,2024,Proportion_of_Population_By_Age_Group,25-49,31.4
Romania,2013,Proportion_of_Population_By_Age_Group,25-49,36.3
Romania,2014,Proportion_of_Population_By_Age_Group,25-49,36.8
Romania,2015,Proportion_of_Population_By_Age_Group,25-49,37.1
Romania,2016,Proportion_of_Population_By_Age_Group,25-49,37.2
Romania,2017,Proportion_of_Population_By_Age_Group,25-49,37.3
Romania,2018,Proportion_of_Population_By_Age_Group,25-49,36.4
Romania,2019,Proportion_of_Population_By_Age_Group,25-49,35.6
Romania,2020,Proportion_of_Population_By_Age_Group,25-49,35.0
Romania,2021,Proportion_of_Population_By_Age_Group,25-49,34.5
Romania,2022,Proportion_of_Population_By_Age_Group,25-49,33.4
Romania,2023,Proportion_of_Population_By_Age_Group,25-49,33.1
Romania,2024,Proportion_of_Population_By_Age_Group,25-49,32.9
Serbia,2013,Proportion_of_Population_By_Age_Group,25-49,33.8
Serbia,2014,Proportion_of_Population_By_Age_Group,25-49,33.8
Serbia,2015,Proportion_of_Population_By_Age_Group,25-49,33.8
Serbia,2016,Proportion_of_Population_By_Age_Group,25-49,33.8
Serbia,2017,Proportion_of_Population_By_Age_Group,25-49,33.8
Serbia,2018,Proportion_of_Population_By_Age_Group,25-49,33.8
Serbia,2019,Proportion_of_Population_By_Age_Group,25-49,33.8
Serbia,2020,Proportion_of_Population_By_Age_Group,25-49,33.7
Serbia,2021,Proportion_of_Population_By_Age_Group,25-49,33.8
Serbia,2022,Proportion_of_Population_By_Age_Group,25-49,33.8
Serbia,2023,Proportion_of_Population_By_Age_Group,25-49,32.7
Serbia,2024,Proportion_of_Population_By_Age_Group,25-49,32.4
Sweden,2013,Proportion_of_Population_By_Age_Group,25-49,32.8
Sweden,2014,Proportion_of_Population_By_Age_Group,25-49,32.8
Sweden,2015,Proportion_of_Population_By_Age_Group,25-49,32.7
Sweden,2016,Proportion_of_Population_By_Age_Group,25-49,32.7
Sweden,2017,Proportion_of_Population_By_Age_Group,25-49,32.8
Sweden,2018,Proportion_of_Population_By_Age_Group,25-49,32.8
Sweden,2019,Proportion_of_Population_By_Age_Group,25-49,32.9
Sweden,2020,Proportion_of_Population_By_Age_Group,25-49,33.0
Sweden,2021,Proportion_of_Population_By_Age_Group,25-49,32.9
Sweden,2022,Proportion_of_Population_By_Age_Group,25-49,32.8
Sweden,2023,Proportion_of_Population_By_Age_Group,25-49,32.7
Sweden,2024,Proportion_of_Population_By_Age_Group,25-49,32.6
Slovenia,2013,Proportion_of_Population_By_Age_Group,25-49,36.6
Slovenia,2014,Proportion_of_Population_By_Age_Group,25-49,36.3
Slovenia,2015,Proportion_of_Population_By_Age_Group,25-49,35.9
Slovenia,2016,Proportion_of_Population_By_Age_Group,25-49,35.4
Slovenia,2017,Proportion_of_Population_By_Age_Group,25-49,34.9
Slovenia,2018,Proportion_of_Population_By_Age_Group,25-49,34.4
Slovenia,2019,Proportion_of_Population_By_Age_Group,25-49,34.1
Slovenia,2020,Proportion_of_Population_By_Age_Group,25-49,33.9
Slovenia,2021,Proportion_of_Population_By_Age_Group,25-49,33.7
Slovenia,2022,Proportion_of_Population_By_Age_Group,25-49,33.4
Slovenia,2023,Proportion_of_Population_By_Age_Group,25-49,33.1
Slovenia,2024,Proportion_of_Population_By_Age_Group,25-49,32.8
Slovakia,2013,Proportion_of_Population_By_Age_Group,25-49,38.2
Slovakia,2014,Proportion_of_Population_By_Age_Group,25-49,38.2
Slovakia,2015,Proportion_of_Population_By_Age_Group,25-49,38.1
Slovakia,2016,Proportion_of_Population_By_Age_Group,25-49,38.1
Slovakia,2017,Proportion_of_Population_By_Age_Group,25-49,38.1
Slovakia,2018,Proportion_of_Population_By_Age_Group,25-49,38.1
Slovakia,2019,Proportion_of_Population_By_Age_Group,25-49,38.1
Slovakia,2020,Proportion_of_Population_By_Age_Group,25-49,37.9
Slovakia,2021,Proportion_of_Population_By_Age_Group,25-49,37.7
Slovakia,2022,Proportion_of_Population_By_Age_Group,25-49,37.4
Slovakia,2023,Proportion_of_Population_By_Age_Group,25-49,36.9
Slovakia,2024,Proportion_of_Population_By_Age_Group,25-49,36.4
Andorra,2013,Proportion_of_Population_By_Age_Group,50-64,18.7
Andorra,2019,Proportion_of_Population_By_Age_Group,50-64,22.5
Albania,2013,Proportion_of_Population_By_Age_Group,50-64,18.1
Albania,2014,Proportion_of_Population_By_Age_Group,50-64,18.6
Albania,2015,Proportion_of_Population_By_Age_Group,50-64,19.0
Albania,2016,Proportion_of_Population_By_Age_Group,50-64,19.3
Albania,2017,Proportion_of_Population_By_Age_Group,50-64,19.6
Albania,2018,Proportion_of_Population_By_Age_Group,50-64,20.0
Albania,2019,Proportion_of_Population_By_Age_Group,50-64,20.2
Albania,2020,Proportion_of_Population_By_Age_Group,50-64,20.3
Albania,2021,Proportion_of_Population_By_Age_Group,50-64,20.3
Albania,2022,Proportion_of_Population_By_Age_Group,50-64,20.4
Albania,2023,Proportion_of_Population_By_Age_Group,50-64,20.4
Armenia,2015,Proportion_of_Population_By_Age_Group,50-64,19.2
Armenia,2016,Proportion_of_Population_By_Age_Group,50-64,19.4
Armenia,2017,Proportion_of_Population_By_Age_Group,50-64,19.4
Armenia,2018,Proportion_of_Population_By_Age_Group,50-64,19.2
Armenia,2019,Proportion_of_Population_By_Age_Group,50-64,19.1
Armenia,2020,Proportion_of_Population_By_Age_Group,50-64,18.9
Armenia,2021,Proportion_of_Population_By_Age_Group,50-64,18.6
Armenia,2024,Proportion_of_Population_By_Age_Group,50-64,19.0
Austria,2013,Proportion_of_Population_By_Age_Group,50-64,19.7
Austria,2014,Proportion_of_Population_By_Age_Group,50-64,20.0
Austria,2015,Proportion_of_Population_By_Age_Group,50-64,20.3
Austria,2016,Proportion_of_Population_By_Age_Group,50-64,20.6
Austria,2017,Proportion_of_Population_By_Age_Group,50-64,21.0
Austria,2018,Proportion_of_Population_By_Age_Group,50-64,21.4
Austria,2019,Proportion_of_Population_By_Age_Group,50-64,21.7
Austria,2020,Proportion_of_Population_By_Age_Group,50-64,22.0
Austria,2021,Proportion_of_Population_By_Age_Group,50-64,22.2
Austria,2022,Proportion_of_Population_By_Age_Group,50-64,22.3
Austria,2023,Proportion_of_Population_By_Age_Group,50-64,22.1
Austria,2024,Proportion_of_Population_By_Age_Group,50-64,22.0
Azerbaijan,2013,Proportion_of_Population_By_Age_Group,50-64,14.8
Azerbaijan,2014,Proportion_of_Population_By_Age_Group,50-64,15.4
Azerbaijan,2015,Proportion_of_Population_By_Age_Group,50-64,15.9
Azerbaijan,2016,Proportion_of_Population_By_Age_Group,50-64,16.4
Azerbaijan,2017,Proportion_of_Population_By_Age_Group,50-64,16.8
Azerbaijan,2018,Proportion_of_Population_By_Age_Group,50-64,17.2
Azerbaijan,2019,Proportion_of_Population_By_Age_Group,50-64,17.6
Azerbaijan,2020,Proportion_of_Population_By_Age_Group,50-64,17.9
Azerbaijan,2021,Proportion_of_Population_By_Age_Group,50-64,18.1
Azerbaijan,2022,Proportion_of_Population_By_Age_Group,50-64,18.1
Azerbaijan,2023,Proportion_of_Population_By_Age_Group,50-64,17.5
Azerbaijan,2024,Proportion_of_Population_By_Age_Group,50-64,17.3
Belgium,2013,Proportion_of_Population_By_Age_Group,50-64,19.6
Belgium,2014,Proportion_of_Population_By_Age_Group,50-64,19.7
Belgium,2015,Proportion_of_Population_By_Age_Group,50-64,19.9
Belgium,2016,Proportion_of_Population_By_Age_Group,50-64,20.0
Belgium,2017,Proportion_of_Population_By_Age_Group,50-64,20.1
Belgium,2018,Proportion_of_Population_By_Age_Group,50-64,20.1
Belgium,2019,Proportion_of_Population_By_Age_Group,50-64,20.1
Belgium,2020,Proportion_of_Population_By_Age_Group,50-64,20.1
Belgium,2021,Proportion_of_Population_By_Age_Group,50-64,20.1
Belgium,2022,Proportion_of_Population_By_Age_Group,50-64,20.1
Belgium,2023,Proportion_of_Population_By_Age_Group,50-64,19.9
Belgium,2024,Proportion_of_Population_By_Age_Group,50-64,19.8
Bulgaria,2013,Proportion_of_Population_By_Age_Group,50-64,21.7
Bulgaria,2014,Proportion_of_Population_By_Age_Group,50-64,21.7
Bulgaria,2015,Proportion_of_Population_By_Age_Group,50-64,21.6
Bulgaria,2016,Proportion_of_Population_By_Age_Group,50-64,21.4
Bulgaria,2017,Proportion_of_Population_By_Age_Group,50-64,21.3
Bulgaria,2018,Proportion_of_Population_By_Age_Group,50-64,21.3
Bulgaria,2019,Proportion_of_Population_By_Age_Group,50-64,21.3
Bulgaria,2020,Proportion_of_Population_By_Age_Group,50-64,21.6
Bulgaria,2021,Proportion_of_Population_By_Age_Group,50-64,21.6
Bulgaria,2022,Proportion_of_Population_By_Age_Group,50-64,21.5
Bulgaria,2023,Proportion_of_Population_By_Age_Group,50-64,21.5
Bulgaria,2024,Proportion_of_Population_By_Age_Group,50-64,21.5
Belarus,2013,Proportion_of_Population_By_Age_Group,50-64,21.1
Belarus,2014,Proportion_of_Population_By_Age_Group,50-64,21.4
Belarus,2015,Proportion_of_Population_By_Age_Group,50-64,21.4
Belarus,2016,Proportion_of_Population_By_Age_Group,50-64,21.4
Belarus,2017,Proportion_of_Population_By_Age_Group,50-64,21.4
Belarus,2018,Proportion_of_Population_By_Age_Group,50-64,21.3
Belarus,2019,Proportion_of_Population_By_Age_Group,50-64,21.3
Switzerland,2013,Proportion_of_Population_By_Age_Group,50-64,19.5
Switzerland,2014,Proportion_of_Population_By_Age_Group,50-64,19.7
Switzerland,2015,Proportion_of_Population_By_Age_Group,50-64,20.0
Switzerland,2016,Proportion_of_Population_By_Age_Group,50-64,20.3
Switzerland,2017,Proportion_of_Population_By_Age_Group,50-64,20.5
Switzerland,2018,Proportion_of_Population_By_Age_Group,50-64,20.7
Switzerland,2019,Proportion_of_Population_By_Age_Group,50-64,20.9
Switzerland,2020,Proportion_of_Population_By_Age_Group,50-64,21.0
Switzerland,2021,Proportion_of_Population_By_Age_Group,50-64,21.1
Switzerland,2022,Proportion_of_Population_By_Age_Group,50-64,21.1
Switzerland,2023,Proportion_of_Population_By_Age_Group,50-64,21.1
Switzerland,2024,Proportion_of_Population_By_Age_Group,50-64,20.9
Cyprus,2013,Proportion_of_Population_By_Age_Group,50-64,17.9
Cyprus,2014,Proportion_of_Population_By_Age_Group,50-64,18.1
Cyprus,2015,Proportion_of_Population_By_Age_Group,50-64,18.0
Cyprus,2016,Proportion_of_Population_By_Age_Group,50-64,18.0
Cyprus,2017,Proportion_of_Population_By_Age_Group,50-64,18.0
Cyprus,2018,Proportion_of_Population_By_Age_Group,50-64,18.0
Cyprus,2019,Proportion_of_Population_By_Age_Group,50-64,17.9
Cyprus,2020,Proportion_of_Population_By_Age_Group,50-64,17.7
Cyprus,2021,Proportion_of_Population_By_Age_Group,50-64,17.8
Cyprus,2022,Proportion_of_Population_By_Age_Group,50-64,17.8
Cyprus,2023,Proportion_of_Population_By_Age_Group,50-64,18.5
Cyprus,2024,Proportion_of_Population_By_Age_Group,50-64,18.5
Czechia,2013,Proportion_of_Population_By_Age_Group,50-64,20.0
Czechia,2014,Proportion_of_Population_By_Age_Group,50-64,19.8
Czechia,2015,Proportion_of_Population_By_Age_Group,50-64,19.7
Czechia,2016,Proportion_of_Population_By_Age_Group,50-64,19.5
Czechia,2017,Proportion_of_Population_By_Age_Group,50-64,19.3
Czechia,2018,Proportion_of_Population_By_Age_Group,50-64,19.0
Czechia,2019,Proportion_of_Population_By_Age_Group,50-64,18.8
Czechia,2020,Proportion_of_Population_By_Age_Group,50-64,18.6
Czechia,2021,Proportion_of_Population_By_Age_Group,50-64,18.8
Czechia,2022,Proportion_of_Population_By_Age_Group,50-64,18.7
Czechia,2023,Proportion_of_Population_By_Age_Group,50-64,18.7
Czechia,2024,Proportion_of_Population_By_Age_Group,50-64,19.1
Germany,2013,Proportion_of_Population_By_Age_Group,50-64,21.2
Germany,2014,Proportion_of_Population_By_Age_Group,50-64,21.7
Germany,2015,Proportion_of_Population_By_Age_Group,50-64,22.0
Germany,2016,Proportion_of_Population_By_Age_Group,50-64,22.1
Germany,2017,Proportion_of_Population_By_Age_Group,50-64,22.4
Germany,2018,Proportion_of_Population_By_Age_Group,50-64,22.6
